,Norm,Value
4833,515.2681953,"[-379.52596166080224, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4834,515.2681945222819,"[-379.52596731617984, 217.9544377968293, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4835,515.2681944,"[-379.52596731617984, 217.95443454905512, -415.49879018460723, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4836,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404496642604, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4837,515.2681952890705,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1872027533846, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4838,515.2681953013035,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850464854578, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4839,515.2681952908963,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553101592226, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4840,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.3543600096459989, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4841,515.2682265616422,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.51497259111509, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4842,515.2681668508566,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.2463283614962535, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4843,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.25305374369650396, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4844,515.2681575883248,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.057762106093777715, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4845,515.2681647797899,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460364887281564, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4846,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957934135543, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4847,515.2681603177878,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.6485041231394844, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4848,515.2681670459233,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952718943034, 0.20858414851850093, 2676.9115347585757]"
4849,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858415162664695, 2676.9115347585757]"
4850,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.911574647666]"
4851,587.3892567441974,"[-379.526018074495, 217.95461397282352, -414.9557325621333, 832.3404372614214, 2742.1873597758636, -249.8724891397596, 137.09812730080358, 0.35436000436562337, 28.409892012968008, 4.285014216403662, 0.2530537399257094, -0.054975721911387575, -0.11958703449789646, 0.9142957797894855, 0.6780603588577673, 1.4109029446226926, 0.20858414851850093, 2676.9115347585757]"
4852,777.7623866265119,"[-379.52594193702225, 217.9543448371709, -415.770328282966, 832.3404372614214, 2742.1870629494856, -249.891330743673, 137.0338985250073, 0.35436000436562337, 28.567512242829334, 4.226985339129715, 0.2530537399257094, -0.05915529947605648, -0.12711195884538384, 0.9142957797894855, 0.6337259907851464, 1.3315414051765495, 0.20858414851850093, 2676.9115347585757]"
4853,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4854,481.3301921383487,"[-379.52600538491623, 217.95456911688143, -415.0914985156054, 832.3404372614214, 2742.1873103048006, -249.87562940707852, 137.08742250483755, 0.35436000436562337, 28.436162051278227, 4.275342736858005, 0.2530537399257094, -0.05567231817216573, -0.12084118855581102, 0.9142957797894855, 0.6706712975123305, 1.3976760213816686, 0.20858414851850093, 2676.9115347585757]"
4855,515.2681953031117,"[-379.52596731617984, 217.95443454905512, -415.49879637602174, 832.3404372614214, 2742.1871618916116, -249.8850502090352, 137.0553081169394, 0.35436000436562337, 28.514972166208892, 4.246328298221031, 0.2530537399257094, -0.05776210695450018, -0.12460365072955472, 0.9142957797894855, 0.64850411347602, 1.3579952516585971, 0.20858414851850093, 2676.9115347585757]"
4856,437.4798699426889,"[-379.5259743503808, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4857,437.4798702130022,"[-379.52598000575864, 217.95448265277204, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4858,437.4798705543133,"[-379.52598000575864, 217.95447940499722, -415.36302423315817, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4859,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404496642604, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4860,437.4798696541743,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872522244485, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4861,437.47986948486505,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.8819062181857, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4862,437.47986964432556,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.0660149553482, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4863,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.3543600096459989, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4864,437.4798493339607,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870255241341, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4865,437.47988080408885,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.2559998411860285, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4866,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.25305374369650396, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4867,437.4798473996019,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706550984337966, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4868,437.47985577876454,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949483358941, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4869,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957934135543, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4870,437.4798487466086,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931845950268, 1.371222174899621, 0.20858414851850093, 2676.9115347585757]"
4871,437.4798565793079,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.3712221953324235, 0.20858414851850093, 2676.9115347585757]"
4872,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858415162664695, 2676.9115347585757]"
4873,437.4798694763032,"[-379.52598000575864, 217.95447940499722, -415.3630304225496, 832.3404372614214, 2742.1872113626746, -249.88190994171632, 137.06601291290545, 0.35436000436562337, 28.48870212789867, 4.255999777766689, 0.2530537399257094, -0.05706551069372203, -0.12334949667164015, 0.9142957797894855, 0.6558931748214568, 1.371222174899621, 0.20858414851850093, 2676.911574647666]"
4874,414.81432579966054,"[-379.52628722603777, 217.9544398886213, -415.5132910952753, 832.3404372614214, 2742.1866262022327, -249.89579412557995, 136.9285369953936, 0.35436000436562337, 28.50452283718236, 4.252412568145111, 0.2530537399257094, -0.056680124175454254, -0.12281863844804487, 0.9142957797894855, 0.6599352039400583, 1.3768047218899313, 0.20858414851850093, 2676.9115347585757]"
4875,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4876,508.37295089141895,"[-379.5281305477125, 217.95420279036568, -416.4148551316293, 832.3404372614214, 2742.183115239581, -249.97909922876178, 136.10368149032266, 0.35436000436562337, 28.599447092884514, 4.230889310415638, 0.2530537399257094, -0.05436780506584759, -0.11963348910647319, 0.9142957797894855, 0.6841873786516672, 1.4103000038317934, 0.20858414851850093, 2676.9115347585757]"
4877,414.81432579966054,"[-379.52628722603777, 217.9544398886213, -415.5132910952753, 832.3404372614214, 2742.1866262022327, -249.89579412557995, 136.9285369953936, 0.35436000436562337, 28.50452283718236, 4.252412568145111, 0.2530537399257094, -0.056680124175454254, -0.12281863844804487, 0.9142957797894855, 0.6599352039400583, 1.3768047218899313, 0.20858414851850093, 2676.9115347585757]"
4878,402.71531869727863,"[-379.5268960112045, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4879,402.7153197850931,"[-379.526901666596, 217.9543641036425, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4880,402.71532072699966,"[-379.526901666596, 217.95436085586942, -415.813806244618, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4881,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404496642604, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4882,402.71531842577355,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.1854967430963, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4883,402.7153180909815,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92355876915593, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4884,402.7153184052279,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358719666708, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4885,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.3543600096459989, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4886,402.7152614134456,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.53616468097173, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4887,402.7153557,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.245238212160931, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4888,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.25305374369650396, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4889,402.7153219753752,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.05590935030580445, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4890,402.71532945181775,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.12175692018653478, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4891,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957934135543, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4892,402.71532265135943,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.668019272131524, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4893,402.7153295457752,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969836552914, 0.20858414851850093, 2676.9115347585757]"
4894,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858415162664695, 2676.9115347585757]"
4895,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.911574647666]"
4896,389.8042470645646,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4897,427.65253431285805,"[-379.52836696324425, 217.9540336618695, -417.13034687454575, 832.3404372614214, 2742.1813199511325, -250.02811651965993, 135.68191059389412, 0.35436000436562337, 28.69444412673997, 4.202648360104479, 0.2530537399257094, -0.056157067285539805, -0.12334855099637958, 0.9142957797894855, 0.6648965476779125, 1.3704912794199717, 0.20858414851850093, 2676.9115347585757]"
4898,402.71531807288056,"[-379.526901666596, 217.95436085586942, -415.8138124407266, 832.3404372614214, 2742.185455881349, -249.92356249330723, 136.65358516036997, 0.35436000436562337, 28.536164255749746, 4.2452381489019535, 0.2530537399257094, -0.0559093511389187, -0.1217569220008543, 0.9142957797894855, 0.6680192621772613, 1.387969815870552, 0.20858414851850093, 2676.9115347585757]"
4899,389.8042474858849,"[-379.52738444341327, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4900,389.8042479336784,"[-379.5273900988121, 217.95425503897422, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4901,389.80424858557546,"[-379.5273900988121, 217.95425179120278, -416.2526510493517, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4902,389.8042470645646,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404496642604, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4903,389.8042473005875,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1841180996703, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4904,389.80424707619784,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584101107542, 136.32969363821135, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4905,389.80424728730526,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969566968208, 0.35436000436562337, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4906,389.8042470645646,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.3543600096459989, 28.588924212746488, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
4907,389.80423323700893,"[-379.5273900988121, 217.95425179120278, -416.25265725199966, 832.3404372614214, 2742.1840772379433, -249.9584138354248, 136.32969363821135, 0.35436000436562337, 28.588924638754655, 4.231041552636128, 0.2530537399257094, -0.0559919231877924, -0.12228746499936273, 0.9142957797894855, 0.666978357344145, 1.382143637053692, 0.20858414851850093, 2676.9115347585757]"
