         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 themes.py:1851(hidden_line_removal)
        1    0.000    0.000    0.000    0.000 polar.py:709(RadialAxis)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 qhull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:2478(SQLiteTable)
       12    0.000    0.000    0.000    0.000 accessors.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:791(Lookup)
        1    0.000    0.000    0.000    0.000 wsgi.py:211(ClosingIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.000    0.000 serving.py:877(ForkingWSGIServer)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 patches.py:2469(LArrow)
        1    0.000    0.000    0.000    0.000 _mathtext.py:903(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 core.py:2340(Token)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 _compat.py:39(NullFinder)
        1    0.000    0.000    0.000    0.000 utils.py:2084(IgnoreException)
        8    0.000    0.000    0.000    0.000 themes.py:2720(anti_aliasing)
        1    0.000    0.000    0.000    0.000 accessors.py:282(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1442(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 nodes.py:947(Mul)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:129(LRUMemo)
        1    0.000    0.000    0.000    0.000 info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 exceptions.py:841(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 core.py:2562(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:381(VTKNoneArray)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:448(RClass)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1271(BoolFormat)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
        1    0.000    0.000    0.000    0.000 timed.py:170(TimedSerializer)
        1    0.000    0.000    0.000    0.000 provider.py:19(JSONProvider)
        1    0.000    0.000    0.000    0.000 arpack.py:991(IterOpInv)
        1    0.000    0.000    0.000    0.000 patches.py:3067(Bar)
        1    0.000    0.000    0.000    0.000 backend_tools.py:646(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:38(__eq__)
        1    0.000    0.000    0.000    0.000 _interface.py:807(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        1    0.000    0.000    0.000    0.000 backend_tools.py:938(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 dates.py:1807(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 extras.py:228(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        2    0.000    0.000    0.000    0.000 rcsetup.py:174(validate_dpi)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 pathlib.py:191(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(IntegerFormat)
        1    0.000    0.000    0.000    0.000 resample.py:2009(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:171(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:20(DummyArray)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 _linprog_doc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1227(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:850(CompositeDataIterator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1281(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
        1    0.000    0.000    0.000    0.000 _kdtree.py:327(innernode)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 types.py:156(CompositeParamType)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1206(Hlist)
        4    0.000    0.000    0.000    0.000 core.py:6666(__has_singleton)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 core.py:900(_DomainGreaterEqual)
        6    0.000    0.000    0.000    0.000 core.py:869(__init__)
        1    0.000    0.000    0.000    0.000 format.py:189(SeriesFormatter)
        3    0.000    0.000    0.000    0.000 config.py:23(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:231(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 spines.py:487(SpinesProxy)
        1    0.000    0.000    0.000    0.000 ops.py:549(UnaryOp)
        1    0.000    0.000    0.000    0.000 exceptions.py:513(RequestedRangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 __init__.py:616(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 nodes.py:1151(Scope)
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 generic.py:124(NamedAgg)
        1    0.000    0.000    0.000    0.000 locks.py:157(Event)
        1    0.000    0.000    0.000    0.000 tag.py:93(TagDict)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:688(MikotaM)
        1    0.000    0.000    0.000    0.000 dates.py:1648(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:163(Button)
        1    0.000    0.000    0.000    0.000 backend_tools.py:424(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2798(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 unicode.py:158(Greek)
        1    0.000    0.000    0.000    0.000 dataset.py:54(ActiveArrayInfoTuple)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 _shgo.py:1527(LMapCache)
        1    0.000    0.000    0.000    0.000 f2py2e.py:526(CombineIncludePaths)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:53(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 _utilities.py:32(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2281(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 Image.py:3494(register_save_all)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 streamplot.py:322(Grid)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 backend_tools.py:336(RubberbandBase)
        1    0.000    0.000    0.000    0.000 collections.py:1328(AsteriskPolygonCollection)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2395(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1899(Cursor)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 config.py:220(DictWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:832(Aborter)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:1106(PolyData)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 rcsetup.py:902(_ignorecase)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 stata.py:671(StataValueLabel)
        1    0.000    0.000    0.000    0.000 _constraints.py:119(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _interface.py:570(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 core.py:2352(NoMatch)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 datetimes.py:107(FulldatetimeDict)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:301(VectorFunction)
        1    0.000    0.000    0.000    0.000 axes_assembly.py:44(_AxesPropTuple)
        1    0.000    0.000    0.000    0.000 calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 deprecation.py:226(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 patches.py:2501(RArrow)
        1    0.000    0.000    0.000    0.000 ticker.py:1052(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 accept.py:262(LanguageAccept)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:17(DCSRCH)
        1    0.000    0.000    0.000    0.000 minidom.py:1496(ElementInfo)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _cubic.py:575(CubicSpline)
        1    0.000    0.000    0.000    0.000 core.py:4598(_IndentGreater)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 case.py:283(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 _typing.py:26(SupportsRead)
        1    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        2    0.000    0.000    0.000    0.000 arrayprint.py:509(_recursive_guard)
        1    0.000    0.000    0.000    0.000 nodes.py:1054(ImportedName)
        1    0.000    0.000    0.000    0.000 loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1066(AnchoredText)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 ctx.py:238(AppContext)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 geo.py:223(_GeoTransform)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 pytables.py:50(PyTablesScope)
        1    0.000    0.000    0.000    0.000 xml.py:427(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 _nonlin.py:822(BroydenFirst)
        1    0.000    0.000    0.000    0.000 core.py:4823(Located)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1377(SubArrayFormat)
        2    0.000    0.000    0.000    0.000 __init__.py:34(_rename_parameter)
        1    0.000    0.000    0.000    0.000 runtime.py:122(TemplateReference)
        1    0.000    0.000    0.000    0.000 mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 _json.py:325(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 resources.py:120(Scripts)
        1    0.000    0.000    0.000    0.000 axis.py:549(_LazyTickList)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        4    0.000    0.000    0.000    0.000 themes.py:2756(multi_samples)
        1    0.000    0.000    0.000    0.000 ops.py:20(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 symbolic.py:1302(_FromStringWorker)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:775(__init__)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        4    0.000    0.000    0.000    0.000 config.py:269(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 pytables.py:1922(TableIterator)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 parser.py:245(ParsingState)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:892(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 dates.py:936(rrulewrapper)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:395(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
        1    0.000    0.000    0.000    0.000 wrappers.py:139(Response)
        1    0.000    0.000    0.000    0.000 nodes.py:1190(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 patches.py:2441(Ellipse)
        1    0.000    0.000    0.000    0.000 core.py:5680(Group)
        1    0.000    0.000    0.000    0.000 ImageFile.py:607(PyCodecState)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolXScale)
        1    0.000    0.000    0.000    0.000 core.py:3622(StringStart)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 reader.py:1266(OBJReader)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 axes_assembly.py:53(_AxesGeometryKwargs)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        4    0.000    0.000    0.000    0.000 themes.py:2243(image_scale)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 exc.py:7(BadData)
        1    0.000    0.000    0.000    0.000 utils.py:652(ImportStringError)
        1    0.000    0.000    0.000    0.000 exceptions.py:632(_RetryAfter)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 __init__.py:68(InitializedState)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        1    0.000    0.000    0.000    0.000 unicode.py:305(Thai)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 reader.py:706(XMLRectilinearGridReader)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _utils.py:58(patch_collections_abc)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 core.py:3509(PositionToken)
        1    0.000    0.000    0.000    0.000 pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 format.py:868(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:396(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 patches.py:2420(Circle)
        1    0.000    0.000    0.000    0.000 core.py:2613(MaskedIterator)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 patches.py:3661(Simple)
        1    0.000    0.000    0.000    0.000 _docstring.py:28(decorator)
        1    0.000    0.000    0.000    0.000 reader.py:2552(FLUENTCFFReader)
        1    0.000    0.000    0.000    0.000 errors.py:6(NotAllTrianglesError)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:1177(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 reader.py:1387(FacetReader)
        1    0.000    0.000    0.000    0.000 range.py:34(Range)
        1    0.000    0.000    0.000    0.000 widgets.py:4122(Lasso)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 core.py:3685(WordEnd)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 utils.py:720(Joiner)
        1    0.000    0.000    0.000    0.000 parquet.py:161(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:794(Action)
        1    0.000    0.000    0.000    0.000 picking.py:1629(PickingHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:108(QtInteractor)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2605(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        4    0.000    0.000    0.000    0.000 config.py:835(is_type_factory)
        1    0.000    0.000    0.000    0.000 formparser.py:292(MultiPartParser)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 tarfile.py:726(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 cli.py:762(CertParamType)
        1    0.000    0.000    0.000    0.000 nodes.py:372(FilterBlock)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:450(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 polar.py:276(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:289(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendableTable)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 exceptions.py:588(Locked)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 backend_tools.py:399(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 core.py:926(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 pytables.py:2330(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 _itertools.py:78(bucket)
        1    0.000    0.000    0.000    0.000 mixins.py:115(ImmutableMultiDictMixin)
        1    0.000    0.000    0.000    0.000 headers.py:467(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 server.py:142(ThreadingHTTPServer)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1296(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 report.py:461(AutoReport)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 core.py:4984(OneOrMore)
        1    0.000    0.000    0.000    0.000 ticker.py:2854(AutoLocator)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 socketserver.py:783(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:134(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _constraints.py:219(Bounds)
        1    0.000    0.000    0.000    0.000 dates.py:1209(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 core.py:4592(_Indent)
        1    0.000    0.000    0.000    0.000 errors.py:126(MissingDataError)
        2    0.000    0.000    0.000    0.000 _version.py:99(_compare_pre_release)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2547(CompoundArrayValidator)
        1    0.000    0.000    0.000    0.000 local.py:186(LocalManager)
        1    0.000    0.000    0.000    0.000 server.py:130(HTTPServer)
        1    0.000    0.000    0.000    0.000 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tricontour.py:8(TriContourSet)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 _mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 core.py:6963(_frommethod)
        2    0.000    0.000    0.000    0.000 helpers.py:246(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 core.py:3459(shape)
        2    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:903(seed)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 optimizer.py:27(Optimizer)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 core.py:3639(StringEnd)
        1    0.000    0.000    0.000    0.000 colors.py:1838(FuncNorm)
        3    0.000    0.000    0.000    0.000 typing.py:452(__init_subclass__)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 charts.py:1075(_ChartBackground)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 patches.py:3500(Curve)
        1    0.000    0.000    0.000    0.000 backend_tools.py:622(ToolForward)
        1    0.000    0.000    0.000    0.000 unicode.py:133(BasicMultilingualPlane)
        6    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        4    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 __init__.py:2065(PyZipFile)
        1    0.000    0.000    0.000    0.000 expr.py:771(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 rules.py:258(RuleTemplateFactory)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1215(CDATASection)
        1    0.000    0.000    0.000    0.000 polar.py:328(ThetaTick)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 reader.py:2066(DICOMReader)
        1    0.000    0.000    0.000    0.000 reader.py:2175(NIFTIReader)
        2    0.000    0.000    0.000    0.000 sysconfig.py:304(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 core.py:820(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 info.py:575(_InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charts.py:33(_vtkWrapperMeta)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 __init__.py:14(SubplotBase)
        1    0.000    0.000    0.000    0.000 widgets.py:3638(EllipseSelector)
        1    0.000    0.000    0.000    0.000 _mathtext.py:179(FontMetrics)
        1    0.000    0.000    0.000    0.000 patches.py:2548(Round)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(ToolFullScreen)
