         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 core.py:585(_setResultsName)
        2    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url_safe.py:1(<module>)
        5    0.000    0.000    0.000    0.000 types.py:799(__init__)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
      467    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        8    0.000    0.000    0.000    0.000 renderer.py:3319(set_background)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
        4    0.000    0.000    0.000    0.000 getlimits.py:543(_init)
     1294    0.000    0.000    0.000    0.000 __init__.py:674(_set)
       64    0.000    0.000    0.000    0.000 common.py:43(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
     2356    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       15    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
        5    0.000    0.000    0.000    0.000 gettext.py:616(gettext)
      793    0.000    0.000    0.000    0.000 __init__.py:694(_get)
       21    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
       20    0.000    0.000    0.000    0.000 lights.py:143(__init__)
        1    0.000    0.000    0.000    0.000 array.py:237(ArrowExtensionArray)
        1    0.000    0.000    0.000    0.000 _complex.py:1(<module>)
        5    0.000    0.000    0.000    0.000 gettext.py:578(dgettext)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1814(Parser)
        2    0.000    0.000    0.000    0.000 __init__.py:518(_get_config_or_cache_dir)
        2    0.000    0.000    0.000    0.000 Textarea.py:6(Textarea)
        1    0.000    0.000    0.000    0.000 parser.py:48(Parser)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 renderer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
      150    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 _core.py:639(PlotAccessor)
        1    0.000    0.000    0.000    0.000 actor.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
      100    0.000    0.000    0.000    0.000 functools.py:477(lru_cache)
     2403    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 gettext.py:519(translation)
      418    0.000    0.000    0.000    0.000 inspect.py:1828(_shadowed_dict)
       40    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 geometric_sources.py:2812(_AxisEnum)
        1    0.000    0.000    0.000    0.000 DataTable.py:1(<module>)
     1416    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 masked.py:107(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 pointset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
      157    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      465    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        5    0.000    0.000    0.000    0.000 gettext.py:479(find)
        4    0.000    0.000    0.000    0.000 render_window_interactor.py:1462(reset_picker)
        1    0.000    0.000    0.000    0.000 helpers.py:151(one_of)
        1    0.000    0.000    0.000    0.000 __init__.py:65(Sectioned)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
        1    0.000    0.000    0.000    0.000 markers.py:150(MarkerStyle)
       11    0.000    0.000    0.000    0.000 core.py:1705(__call__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 nodes.py:105(Node)
        1    0.000    0.000    0.000    0.000 socketserver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texture.py:1(<module>)
        8    0.000    0.000    0.000    0.000 render_window_interactor.py:1408(picker)
        5    0.000    0.000    0.000    0.000 decorator.py:144(make)
      171    0.000    0.000    0.000    0.000 colors.py:965(copy)
      752    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 _calamine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2377(_signature_from_builtin)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
       78    0.000    0.000    0.000    0.000 core.py:4038(<genexpr>)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
     2325    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 DataTable.py:6(DataTable)
     1352    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       36    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        7    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1940(TimelikeOps)
       15    0.000    0.000    0.000    0.000 common.py:1596(pandas_dtype)
        1    0.000    0.000    0.000    0.000 axes_actor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2235(_signature_fromstr)
        1    0.000    0.000    0.000    0.000 ticker.py:2268(LogLocator)
        1    0.000    0.000    0.000    0.000 dtypes.py:690(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
     3592    0.000    0.000    0.000    0.000 fromnumeric.py:2054(_shape_dispatcher)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:133(ExponentialMovingWindow)
       42    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 dash.py:195(Dash)
        1    0.000    0.000    0.000    0.000 push_pull_rod.py:10(PushPullRod)
       26    0.000    0.000    0.000    0.000 functools.py:649(cache)
     2496    0.000    0.000    0.000    0.000 error.py:6(__init__)
        3    0.000    0.000    0.000    0.000 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:101(ParserBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2807(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
        3    0.000    0.000    0.000    0.000 Div.py:106(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
     1710    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Figcaption.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Link.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:1(<module>)
      174    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
  306/282    0.000    0.000    0.000    0.000 results.py:171(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _io.py:1(<module>)
       52    0.000    0.000    0.000    0.000 core.py:917(__init__)
       12    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 _isotonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        6    0.000    0.000    0.000    0.000 wishbone.py:22(__init__)
      307    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 __init__.py:592(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:1(<module>)
       72    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        7    0.000    0.000    0.000    0.000 core.py:1453(__radd__)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:5165(__init__)
      776    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        2    0.000    0.000    0.000    0.000 _optional.py:85(import_optional_dependency)
      547    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 common_rules.py:1(<module>)
      123    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
       98    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
       54    0.000    0.000    0.000    0.000 scanner.py:424(fetch_flow_sequence_start)
        1    0.000    0.000    0.000    0.000 ExifTags.py:360(LightSource)
       29    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        1    0.000    0.000    0.000    0.000 Figcaption.py:6(Figcaption)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:280(disallowed)
        1    0.000    0.000    0.000    0.000 texture.py:22(Texture)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
      959    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
     1235    0.000    0.000    0.000    0.000 colors.py:1032(<genexpr>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
      123    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      528    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      690    0.000    0.000    0.000    0.000 _mathtext_data.py:1725(<genexpr>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 datetimelike.py:87(DatetimeIndexOpsMixin)
     1417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 environment.py:1133(Template)
        1    0.000    0.000    0.000    0.000 runtime.py:392(LoopContext)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
        6    0.000    0.000    0.000    0.000 deprecation.py:419(make_keyword_only)
     1202    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
     1118    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1207(_cache_bytecode)
       78    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      545    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
    141/1    0.000    0.000    0.000    0.000 copy.py:118(deepcopy)
       13    0.000    0.000    0.000    0.000 core.py:8527(__init__)
        1    0.000    0.000    0.000    0.000 axes_actor.py:16(AxesActor)
      569    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(comma_separated)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 _sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
      171    0.000    0.000    0.000    0.000 colors.py:783(__copy__)
        1    0.000    0.000    0.000    0.000 geometric_sources.py:2818(_PartEnum)
       60    0.000    0.000    0.000    0.000 lights.py:589(_check_actor)
        3    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:121(pyparsing_unicode)
       54    0.000    0.000    0.000    0.000 scanner.py:430(fetch_flow_collection_start)
      734    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
       52    0.000    0.000    0.000    0.000 accessor.py:126(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1212(set_data)
        1    0.000    0.000    0.000    0.000 core.py:2449(Option)
     10/1    0.000    0.000    0.000    0.000 copy.py:217(_deepcopy_dict)
        2    0.000    0.000    0.000    0.000 Link.py:6(Link)
        1    0.000    0.000    0.000    0.000 base.py:284(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 lights.py:1(<module>)
       17    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:36(ArrowAccessor)
      681    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       28    0.000    0.000    0.000    0.000 pathlib.py:618(stem)
        6    0.000    0.000    0.000    0.000 wishbone.py:136(direction_vec)
        1    0.000    0.000    0.000    0.000 figure.py:2359(Figure)
     4152    0.000    0.000    0.000    0.000 inspect.py:2796(default)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
      133    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
       44    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 validate.py:1(<module>)
      980    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
     1790    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     1839    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 _basic.py:360(solve_banded)
       20    0.000    0.000    0.000    0.000 lights.py:582(positional)
      376    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
      150    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
     2194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        4    0.000    0.000    0.000    0.000 __init__.py:613(gen_candidates)
        1    0.000    0.000    0.000    0.000 transforms.py:2116(IdentityTransform)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 Figure.py:1(<module>)
        2    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
      802    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
      156    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       15    0.000    0.000    0.000    0.000 core.py:2512(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
     1831    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:36(__getattr__)
        1    0.000    0.000    0.000    0.000 request.py:39(Request)
        1    0.000    0.000    0.000    0.000 _tnc.py:1(<module>)
     2404    0.000    0.000    0.000    0.000 numeric.py:1508(_cross_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:195(_write_atomic)
        1    0.000    0.000    0.000    0.000 core.py:456(DebugActions)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
       79    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
       60    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8532(getdoc)
        2    0.000    0.000    0.000    0.000 textwrap.py:386(fill)
        4    0.000    0.000    0.000    0.000 renderer.py:2339(lights)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
      141    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        3    0.000    0.000    0.000    0.000 tire.py:29(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3712(ParseExpression)
        1    0.000    0.000    0.000    0.000 Checklist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Area.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:410(__new__)
  475/474    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 generic.py:1329(DataFrameGroupBy)
        3    0.000    0.000    0.000    0.000 rules.py:300(_prefix_names)
       46    0.000    0.000    0.000    0.000 getlimits.py:688(__init__)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 renderers.py:1(<module>)
     1796    0.000    0.000    0.000    0.000 _optimize.py:172(_check_unknown_options)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(ParseBaseException)
     1417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 _callback_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fingerprint.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1197(home)
        1    0.000    0.000    0.000    0.000 render_window_interactor.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 yaw_moment.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:449(__iadd__)
        1    0.000    0.000    0.000    0.000 Image.py:3624(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 reader.py:1414(Plot3DFunctionEnum)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      243    0.000    0.000    0.000    0.000 fromnumeric.py:3267(ndim)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:884(Window)
        3    0.000    0.000    0.000    0.000 steering_link.py:22(__init__)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
      722    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:92(NDArrayBackedExtensionArray)
        4    0.000    0.000    0.000    0.000 themes.py:3043(load_theme)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      203    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
        1    0.000    0.000    0.000    0.000 Li.py:1(<module>)
       36    0.000    0.000    0.000    0.000 rcsetup.py:772(<genexpr>)
        7    0.000    0.000    0.000    0.000 core.py:5840(__add__)
      169    0.000    0.000    0.000    0.000 core.py:2383(__new__)
        1    0.000    0.000    0.000    0.000 Figure.py:6(Figure)
        1    0.000    0.000    0.000    0.000 Area.py:6(Area)
       72    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:671(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:556(get_configdir)
       52    0.000    0.000    0.000    0.000 _internal.py:889(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _direct_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Td.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local.py:388(LocalProxy)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
       44    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 ObjectEl.py:1(<module>)
       34    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:1358(getfullargspec)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 _configs.py:1(<module>)
        4    0.000    0.000    0.000    0.000 render_window_interactor.py:363(track_click_position)
      106    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
     1206    0.000    0.000    0.000    0.000 _ufunc_config.py:400(__init__)
       51    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
     1202    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
       54    0.000    0.000    0.000    0.000 scanner.py:447(fetch_flow_sequence_end)
     1655    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       18    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:361(fill)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
        1    0.000    0.000    0.000    0.000 suspension_model.py:20(SuspensionModel)
        1    0.000    0.000    0.000    0.000 pytables.py:4836(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 Li.py:6(Li)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       40    0.000    0.000    0.000    0.000 colors.py:1161(__init__)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric_sources.py:2823(AxesGeometrySource)
        1    0.000    0.000    0.000    0.000 patches.py:3152(ArrowStyle)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
       42    0.000    0.000    0.000    0.000 numeric.py:143(ones)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 Font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Datalist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Track.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ObjectEl.py:6(ObjectEl)
        1    0.000    0.000    0.000    0.000 Input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1288(__or__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:81(_make_selector)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
       22    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       33    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 report.py:223(Report)
        2    0.000    0.000    0.000    0.000 textwrap.py:347(wrap)
        1    0.000    0.000    0.000    0.000 Tabs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DatePickerRange.py:1(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
      314    0.000    0.000    0.000    0.000 types.py:192(__init__)
      478    0.000    0.000    0.000    0.000 typing.py:1630(__eq__)
        1    0.000    0.000    0.000    0.000 Button.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
      891    0.000    0.000    0.000    0.000 scanner.py:325(unwind_indent)
        1    0.000    0.000    0.000    0.000 results.py:34(ParseResults)
        1    0.000    0.000    0.000    0.000 Small.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Checklist.py:6(Checklist)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:196(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 mimetypes.py:72(__init__)
       95    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:436(add_default_numeric_ops)
        6    0.000    0.000    0.000    0.000 numeric.py:2642(extend_all)
        1    0.000    0.000    0.000    0.000 H6.py:1(<module>)
       54    0.000    0.000    0.000    0.000 scanner.py:453(fetch_flow_collection_end)
     1417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        3    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 A.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       73    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
    429/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
       20    0.000    0.000    0.000    0.000 colors.py:1201(reversed)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
      149    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 models.py:225(CharsetMatches)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 Fieldset.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1398(expanduser)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        1    0.000    0.000    0.000    0.000 pathlib.py:193(__init__)
        1    0.000    0.000    0.000    0.000 Geolocation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Marquee.py:1(<module>)
       64    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        4    0.000    0.000    0.000    0.000 colors.py:1721(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 Video.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Td.py:6(Td)
       44    0.000    0.000    0.000    0.000 core.py:3063(_generateDefaultName)
     1217    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      566    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
       66    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
