heave,roll,IA_change
-1.7,0.027925268,-0.056548668
-1.6,0.027925268,-0.054454273
-1.5,0.027925268,-0.052185345
-1.4,0.027925268,-0.05009095
-1.3,0.027925268,-0.047822022
-1.2,0.027925268,-0.045553093
-1.1,0.027925268,-0.043284165
-1,0.027925268,-0.041015237
-0.9,0.027925268,-0.038746309
-0.8,0.027925268,-0.036477381
-0.7,0.027925268,-0.034208453
-0.6,0.027925268,-0.031764992
-0.5,0.027925268,-0.029496064
-0.4,0.027925268,-0.027052603
-0.3,0.027925268,-0.024783675
-0.2,0.027925268,-0.022340214
-0.1,0.027925268,-0.019896753
0,0.027925268,-0.017453293
0.1,0.027925268,-0.015009832
0.2,0.027925268,-0.012391838
0.3,0.027925268,-0.009948377
0.4,0.027925268,-0.007330383
0.5,0.027925268,-0.004886922
0.6,0.027925268,-0.002268928
0.7,0.027925268,0.000349066
0.8,0.027925268,0.00296706
0.9,0.027925268,0.005585054
1,0.027925268,0.008203047
1.1,0.027925268,0.010995574
1.2,0.027925268,0.013613568
1.3,0.027925268,0.016406095
1.4,0.027925268,0.019198622
1.5,0.027925268,0.021816616
1.6,0.027925268,0.024783675
1.7,0.027925268,0.027576202
1.8,0.027925268,0.030368729
1.9,0.027925268,0.033335789
2,0.027925268,0.036128316
-2,0.026179939,-0.062133721
-1.9,0.026179939,-0.059864793
-1.8,0.026179939,-0.057770398
-1.7,0.026179939,-0.055676003
-1.6,0.026179939,-0.053407075
-1.5,0.026179939,-0.05131268
-1.4,0.026179939,-0.049043752
-1.3,0.026179939,-0.046774824
-1.2,0.026179939,-0.044680429
-1.1,0.026179939,-0.042411501
-1,0.026179939,-0.040142573
-0.9,0.026179939,-0.037873645
-0.8,0.026179939,-0.035430184
-0.7,0.026179939,-0.033161256
-0.6,0.026179939,-0.030892328
-0.5,0.026179939,-0.028448867
-0.4,0.026179939,-0.026005406
-0.3,0.026179939,-0.023736478
-0.2,0.026179939,-0.021293017
-0.1,0.026179939,-0.018849556
0,0.026179939,-0.016406095
0.1,0.026179939,-0.013788101
0.2,0.026179939,-0.01134464
0.3,0.026179939,-0.008901179
0.4,0.026179939,-0.006283185
0.5,0.026179939,-0.003665191
0.6,0.026179939,-0.00122173
0.7,0.026179939,0.001396263
0.8,0.026179939,0.004014257
0.9,0.026179939,0.006632251
1,0.026179939,0.009424778
1.1,0.026179939,0.012042772
1.2,0.026179939,0.014835299
1.3,0.026179939,0.017453293
1.4,0.026179939,0.020245819
1.5,0.026179939,0.023038346
1.6,0.026179939,0.025830873
1.7,0.026179939,0.028797933
1.8,0.026179939,0.031590459
1.9,0.026179939,0.034557519
2,0.026179939,0.037350046
-2,0.02443461,-0.061086524
-1.9,0.02443461,-0.058992129
-1.8,0.02443461,-0.056897734
-1.7,0.02443461,-0.054628806
-1.6,0.02443461,-0.05253441
-1.5,0.02443461,-0.050265482
-1.4,0.02443461,-0.048171087
-1.3,0.02443461,-0.045902159
-1.2,0.02443461,-0.043633231
-1.1,0.02443461,-0.041364303
-1,0.02443461,-0.039095375
-0.9,0.02443461,-0.036826447
-0.8,0.02443461,-0.034557519
-0.7,0.02443461,-0.032114058
-0.6,0.02443461,-0.02984513
-0.5,0.02443461,-0.027401669
-0.4,0.02443461,-0.024958208
-0.3,0.02443461,-0.02268928
-0.2,0.02443461,-0.020245819
-0.1,0.02443461,-0.017802358
0,0.02443461,-0.015358897
0.1,0.02443461,-0.012740904
0.2,0.02443461,-0.010297443
0.3,0.02443461,-0.007679449
0.4,0.02443461,-0.005235988
0.5,0.02443461,-0.002617994
0.6,0.02443461,0
0.7,0.02443461,0.002617994
0.8,0.02443461,0.005235988
0.9,0.02443461,0.007853982
1,0.02443461,0.010471976
1.1,0.02443461,0.013264502
1.2,0.02443461,0.015882496
1.3,0.02443461,0.018675023
1.4,0.02443461,0.02146755
1.5,0.02443461,0.024260077
1.6,0.02443461,0.027052603
1.7,0.02443461,0.030019663
1.8,0.02443461,0.03281219
1.9,0.02443461,0.03577925
2,0.02443461,0.038571776
-2,0.02268928,-0.060213859
-1.9,0.02268928,-0.058119464
-1.8,0.02268928,-0.055850536
-1.7,0.02268928,-0.053756141
-1.6,0.02268928,-0.051487213
-1.5,0.02268928,-0.049392818
-1.4,0.02268928,-0.04712389
-1.3,0.02268928,-0.044854962
-1.2,0.02268928,-0.042586034
-1.1,0.02268928,-0.040317106
-1,0.02268928,-0.038048178
-0.9,0.02268928,-0.03577925
-0.8,0.02268928,-0.033510322
-0.7,0.02268928,-0.031066861
-0.6,0.02268928,-0.028797933
-0.5,0.02268928,-0.026354472
-0.4,0.02268928,-0.023911011
-0.3,0.02268928,-0.021642083
-0.2,0.02268928,-0.019198622
-0.1,0.02268928,-0.016755161
0,0.02268928,-0.014137167
0.1,0.02268928,-0.011693706
0.2,0.02268928,-0.009250245
0.3,0.02268928,-0.006632251
0.4,0.02268928,-0.00418879
0.5,0.02268928,-0.001570796
0.6,0.02268928,0.001047198
0.7,0.02268928,0.003665191
0.8,0.02268928,0.006283185
0.9,0.02268928,0.009075712
1,0.02268928,0.011693706
1.1,0.02268928,0.0143117
1.2,0.02268928,0.017104227
1.3,0.02268928,0.019896753
1.4,0.02268928,0.02268928
1.5,0.02268928,0.025481807
1.6,0.02268928,0.028274334
1.7,0.02268928,0.031241394
1.8,0.02268928,0.03403392
1.9,0.02268928,0.03700098
2,0.02268928,0.03996804
-2,0.020943951,-0.059341195
-1.9,0.020943951,-0.057072267
-1.8,0.020943951,-0.054977871
-1.7,0.020943951,-0.052883476
-1.6,0.020943951,-0.050614548
-1.5,0.020943951,-0.04834562
-1.4,0.020943951,-0.046251225
-1.3,0.020943951,-0.043982297
-1.2,0.020943951,-0.041713369
-1.1,0.020943951,-0.039444441
-1,0.020943951,-0.037175513
-0.9,0.020943951,-0.034732052
-0.8,0.020943951,-0.032463124
-0.7,0.020943951,-0.030194196
-0.6,0.020943951,-0.027750735
-0.5,0.020943951,-0.025307274
-0.4,0.020943951,-0.023038346
-0.3,0.020943951,-0.020594885
-0.2,0.020943951,-0.018151424
-0.1,0.020943951,-0.015707963
0,0.020943951,-0.013089969
0.1,0.020943951,-0.010646508
0.2,0.020943951,-0.008203047
0.3,0.020943951,-0.005585054
0.4,0.020943951,-0.00296706
0.5,0.020943951,-0.000349066
0.6,0.020943951,0.002268928
0.7,0.020943951,0.004886922
0.8,0.020943951,0.007504916
0.9,0.020943951,0.01012291
1,0.020943951,0.012915436
1.1,0.020943951,0.01553343
1.2,0.020943951,0.018325957
1.3,0.020943951,0.021118484
1.4,0.020943951,0.023911011
1.5,0.020943951,0.026703538
1.6,0.020943951,0.029496064
1.7,0.020943951,0.032463124
1.8,0.020943951,0.035255651
1.9,0.020943951,0.038222711
2,0.020943951,0.04118977
-2,0.019198622,-0.058293997
-1.9,0.019198622,-0.056199602
-1.8,0.019198622,-0.054105207
-1.7,0.019198622,-0.051836279
-1.6,0.019198622,-0.049741884
-1.5,0.019198622,-0.047472956
-1.4,0.019198622,-0.045204028
-1.3,0.019198622,-0.0429351
-1.2,0.019198622,-0.040666172
-1.1,0.019198622,-0.038397244
-1,0.019198622,-0.036128316
-0.9,0.019198622,-0.033859387
-0.8,0.019198622,-0.031415927
-0.7,0.019198622,-0.029146999
-0.6,0.019198622,-0.026703538
-0.5,0.019198622,-0.024260077
-0.4,0.019198622,-0.021991149
-0.3,0.019198622,-0.019547688
-0.2,0.019198622,-0.017104227
-0.1,0.019198622,-0.014486233
0,0.019198622,-0.012042772
0.1,0.019198622,-0.009599311
0.2,0.019198622,-0.006981317
0.3,0.019198622,-0.004537856
0.4,0.019198622,-0.001919862
0.5,0.019198622,0.000698132
0.6,0.019198622,0.003316126
0.7,0.019198622,0.005934119
0.8,0.019198622,0.008552113
0.9,0.019198622,0.01134464
1,0.019198622,0.013962634
1.1,0.019198622,0.016755161
1.2,0.019198622,0.019547688
1.3,0.019198622,0.022340214
1.4,0.019198622,0.025132741
1.5,0.019198622,0.027925268
1.6,0.019198622,0.030717795
1.7,0.019198622,0.033684855
1.8,0.019198622,0.036477381
1.9,0.019198622,0.039444441
2,0.019198622,0.042411501
-2,0.017453293,-0.057421332
-1.9,0.017453293,-0.055326937
-1.8,0.017453293,-0.053058009
-1.7,0.017453293,-0.050963614
-1.6,0.017453293,-0.048694686
-1.5,0.017453293,-0.046425758
-1.4,0.017453293,-0.044331363
-1.3,0.017453293,-0.042062435
-1.2,0.017453293,-0.039793507
-1.1,0.017453293,-0.037350046
-1,0.017453293,-0.035081118
-0.9,0.017453293,-0.03281219
-0.8,0.017453293,-0.030368729
-0.7,0.017453293,-0.028099801
-0.6,0.017453293,-0.02565634
-0.5,0.017453293,-0.023212879
-0.4,0.017453293,-0.020943951
-0.3,0.017453293,-0.01850049
-0.2,0.017453293,-0.015882496
-0.1,0.017453293,-0.013439035
0,0.017453293,-0.010995574
0.1,0.017453293,-0.008552113
0.2,0.017453293,-0.005934119
0.3,0.017453293,-0.003316126
0.4,0.017453293,-0.000872665
0.5,0.017453293,0.001745329
0.6,0.017453293,0.004363323
0.7,0.017453293,0.00715585
0.8,0.017453293,0.009773844
0.9,0.017453293,0.012391838
1,0.017453293,0.015184364
1.1,0.017453293,0.017976891
1.2,0.017453293,0.020594885
1.3,0.017453293,0.023387412
1.4,0.017453293,0.026179939
1.5,0.017453293,0.029146999
1.6,0.017453293,0.031939525
1.7,0.017453293,0.034906585
1.8,0.017453293,0.037699112
1.9,0.017453293,0.040666172
2,0.017453293,0.043633231
-2,0.015707963,-0.056548668
-1.9,0.015707963,-0.05427974
-1.8,0.015707963,-0.052185345
-1.7,0.015707963,-0.049916417
-1.6,0.015707963,-0.047822022
-1.5,0.015707963,-0.045553093
-1.4,0.015707963,-0.043284165
-1.3,0.015707963,-0.041015237
-1.2,0.015707963,-0.038746309
-1.1,0.015707963,-0.036477381
-1,0.015707963,-0.03403392
-0.9,0.015707963,-0.031764992
-0.8,0.015707963,-0.029496064
-0.7,0.015707963,-0.027052603
-0.6,0.015707963,-0.024609142
-0.5,0.015707963,-0.022165682
-0.4,0.015707963,-0.019896753
-0.3,0.015707963,-0.017453293
-0.2,0.015707963,-0.014835299
-0.1,0.015707963,-0.012391838
0,0.015707963,-0.009948377
0.1,0.015707963,-0.007330383
0.2,0.015707963,-0.004886922
0.3,0.015707963,-0.002268928
0.4,0.015707963,0.000349066
0.5,0.015707963,0.00296706
0.6,0.015707963,0.005585054
0.7,0.015707963,0.008203047
0.8,0.015707963,0.010821041
0.9,0.015707963,0.013613568
1,0.015707963,0.016406095
1.1,0.015707963,0.019024089
1.2,0.015707963,0.021816616
1.3,0.015707963,0.024609142
1.4,0.015707963,0.027401669
1.5,0.015707963,0.030368729
1.6,0.015707963,0.033161256
1.7,0.015707963,0.036128316
1.8,0.015707963,0.038920842
1.9,0.015707963,0.041887902
2,0.015707963,0.044854962
-2,0.013962634,-0.05550147
-1.9,0.013962634,-0.053407075
-1.8,0.013962634,-0.051138147
-1.7,0.013962634,-0.049043752
-1.6,0.013962634,-0.046774824
-1.5,0.013962634,-0.044505896
-1.4,0.013962634,-0.042236968
-1.3,0.013962634,-0.03996804
-1.2,0.013962634,-0.037699112
-1.1,0.013962634,-0.035430184
-1,0.013962634,-0.033161256
-0.9,0.013962634,-0.030717795
-0.8,0.013962634,-0.028448867
-0.7,0.013962634,-0.026005406
-0.6,0.013962634,-0.023561945
-0.5,0.013962634,-0.021118484
-0.4,0.013962634,-0.018849556
-0.3,0.013962634,-0.016231562
-0.2,0.013962634,-0.013788101
-0.1,0.013962634,-0.01134464
0,0.013962634,-0.008901179
0.1,0.013962634,-0.006283185
0.2,0.013962634,-0.003665191
0.3,0.013962634,-0.00122173
0.4,0.013962634,0.001396263
0.5,0.013962634,0.004014257
0.6,0.013962634,0.006632251
0.7,0.013962634,0.009424778
0.8,0.013962634,0.012042772
0.9,0.013962634,0.014835299
1,0.013962634,0.017453293
1.1,0.013962634,0.020245819
1.2,0.013962634,0.023038346
1.3,0.013962634,0.025830873
1.4,0.013962634,0.0286234
1.5,0.013962634,0.031590459
1.6,0.013962634,0.034382986
1.7,0.013962634,0.037350046
1.8,0.013962634,0.040317106
1.9,0.013962634,0.043284165
2,0.013962634,0.046251225
-2,0.012217305,-0.054628806
-1.9,0.012217305,-0.05253441
-1.8,0.012217305,-0.050265482
-1.7,0.012217305,-0.047996554
-1.6,0.012217305,-0.045727626
-1.5,0.012217305,-0.043633231
-1.4,0.012217305,-0.041364303
-1.3,0.012217305,-0.039095375
-1.2,0.012217305,-0.036651914
-1.1,0.012217305,-0.034382986
-1,0.012217305,-0.032114058
-0.9,0.012217305,-0.029670597
-0.8,0.012217305,-0.027401669
-0.7,0.012217305,-0.024958208
-0.6,0.012217305,-0.022514747
-0.5,0.012217305,-0.020071286
-0.4,0.012217305,-0.017627825
-0.3,0.012217305,-0.015184364
-0.2,0.012217305,-0.012740904
-0.1,0.012217305,-0.010297443
0,0.012217305,-0.007679449
0.1,0.012217305,-0.005235988
0.2,0.012217305,-0.002617994
0.3,0.012217305,0
0.4,0.012217305,0.002617994
0.5,0.012217305,0.005235988
0.6,0.012217305,0.007853982
0.7,0.012217305,0.010471976
0.8,0.012217305,0.013264502
0.9,0.012217305,0.015882496
1,0.012217305,0.018675023
1.1,0.012217305,0.02146755
1.2,0.012217305,0.024260077
1.3,0.012217305,0.027052603
1.4,0.012217305,0.02984513
1.5,0.012217305,0.03281219
1.6,0.012217305,0.035604717
1.7,0.012217305,0.038571776
1.8,0.012217305,0.041538836
1.9,0.012217305,0.044505896
2,0.012217305,0.047472956
-2,0.010471976,-0.053756141
-1.9,0.010471976,-0.051487213
-1.8,0.010471976,-0.049218285
-1.7,0.010471976,-0.04712389
-1.6,0.010471976,-0.044854962
-1.5,0.010471976,-0.042586034
-1.4,0.010471976,-0.040317106
-1.3,0.010471976,-0.038048178
-1.2,0.010471976,-0.03577925
-1.1,0.010471976,-0.033335789
-1,0.010471976,-0.031066861
-0.9,0.010471976,-0.028797933
-0.8,0.010471976,-0.026354472
-0.7,0.010471976,-0.023911011
-0.6,0.010471976,-0.02146755
-0.5,0.010471976,-0.019024089
-0.4,0.010471976,-0.016580628
-0.3,0.010471976,-0.014137167
-0.2,0.010471976,-0.011693706
-0.1,0.010471976,-0.009250245
0,0.010471976,-0.006632251
0.1,0.010471976,-0.004014257
0.2,0.010471976,-0.001570796
0.3,0.010471976,0.001047198
0.4,0.010471976,0.003665191
0.5,0.010471976,0.006283185
0.6,0.010471976,0.009075712
0.7,0.010471976,0.011693706
0.8,0.010471976,0.0143117
0.9,0.010471976,0.017104227
1,0.010471976,0.019896753
1.1,0.010471976,0.02268928
1.2,0.010471976,0.025481807
1.3,0.010471976,0.028274334
1.4,0.010471976,0.031066861
1.5,0.010471976,0.03403392
1.6,0.010471976,0.036826447
1.7,0.010471976,0.039793507
1.8,0.010471976,0.042760567
1.9,0.010471976,0.045727626
2,0.010471976,0.048694686
-2,0.008726646,-0.052708943
-1.9,0.008726646,-0.050614548
-1.8,0.008726646,-0.04834562
-1.7,0.008726646,-0.046076692
-1.6,0.008726646,-0.043807764
-1.5,0.008726646,-0.041538836
-1.4,0.008726646,-0.039269908
-1.3,0.008726646,-0.03700098
-1.2,0.008726646,-0.034732052
-1.1,0.008726646,-0.032463124
-1,0.008726646,-0.030019663
-0.9,0.008726646,-0.027750735
-0.8,0.008726646,-0.025307274
-0.7,0.008726646,-0.022863813
-0.6,0.008726646,-0.020420352
-0.5,0.008726646,-0.017976891
-0.4,0.008726646,-0.01553343
-0.3,0.008726646,-0.013089969
-0.2,0.008726646,-0.010646508
-0.1,0.008726646,-0.008028515
0,0.008726646,-0.005585054
0.1,0.008726646,-0.00296706
0.2,0.008726646,-0.000349066
0.3,0.008726646,0.002268928
0.4,0.008726646,0.004886922
0.5,0.008726646,0.007504916
0.6,0.008726646,0.01012291
0.7,0.008726646,0.012740904
0.8,0.008726646,0.01553343
0.9,0.008726646,0.018325957
1,0.008726646,0.021118484
1.1,0.008726646,0.023736478
1.2,0.008726646,0.026703538
1.3,0.008726646,0.029496064
1.4,0.008726646,0.032288591
1.5,0.008726646,0.035255651
1.6,0.008726646,0.038048178
1.7,0.008726646,0.041015237
1.8,0.008726646,0.043982297
1.9,0.008726646,0.046949357
2,0.008726646,0.05009095
-2,0.006981317,-0.051836279
-1.9,0.006981317,-0.049567351
-1.8,0.006981317,-0.047298423
-1.7,0.006981317,-0.045204028
-1.6,0.006981317,-0.0429351
-1.5,0.006981317,-0.040666172
-1.4,0.006981317,-0.038397244
-1.3,0.006981317,-0.035953783
-1.2,0.006981317,-0.033684855
-1.1,0.006981317,-0.031415927
-1,0.006981317,-0.028972466
-0.9,0.006981317,-0.026703538
-0.8,0.006981317,-0.024260077
-0.7,0.006981317,-0.021816616
-0.6,0.006981317,-0.019373155
-0.5,0.006981317,-0.016929694
-0.4,0.006981317,-0.014486233
-0.3,0.006981317,-0.012042772
-0.2,0.006981317,-0.009599311
-0.1,0.006981317,-0.006981317
0,0.006981317,-0.004363323
0.1,0.006981317,-0.001919862
0.2,0.006981317,0.000698132
0.3,0.006981317,0.003316126
0.4,0.006981317,0.005934119
0.5,0.006981317,0.008552113
0.6,0.006981317,0.01134464
0.7,0.006981317,0.013962634
0.8,0.006981317,0.016755161
0.9,0.006981317,0.019373155
1,0.006981317,0.022165682
1.1,0.006981317,0.024958208
1.2,0.006981317,0.027750735
1.3,0.006981317,0.030717795
1.4,0.006981317,0.033510322
1.5,0.006981317,0.036477381
1.6,0.006981317,0.039269908
1.7,0.006981317,0.042236968
1.8,0.006981317,0.045204028
1.9,0.006981317,0.04834562
2,0.006981317,0.05131268
-2,0.005235988,-0.050789081
-1.9,0.005235988,-0.048694686
-1.8,0.005235988,-0.046425758
-1.7,0.005235988,-0.04415683
-1.6,0.005235988,-0.041887902
-1.5,0.005235988,-0.039618974
-1.4,0.005235988,-0.037350046
-1.3,0.005235988,-0.035081118
-1.2,0.005235988,-0.032637657
-1.1,0.005235988,-0.030368729
-1,0.005235988,-0.027925268
-0.9,0.005235988,-0.02565634
-0.8,0.005235988,-0.023212879
-0.7,0.005235988,-0.020769418
-0.6,0.005235988,-0.018325957
-0.5,0.005235988,-0.015882496
-0.4,0.005235988,-0.013439035
-0.3,0.005235988,-0.010995574
-0.2,0.005235988,-0.00837758
-0.1,0.005235988,-0.005934119
0,0.005235988,-0.003316126
0.1,0.005235988,-0.000698132
0.2,0.005235988,0.001919862
0.3,0.005235988,0.004537856
0.4,0.005235988,0.00715585
0.5,0.005235988,0.009773844
0.6,0.005235988,0.012391838
0.7,0.005235988,0.015184364
0.8,0.005235988,0.017802358
0.9,0.005235988,0.020594885
1,0.005235988,0.023387412
1.1,0.005235988,0.026179939
1.2,0.005235988,0.028972466
1.3,0.005235988,0.031939525
1.4,0.005235988,0.034732052
1.5,0.005235988,0.037699112
1.6,0.005235988,0.040666172
1.7,0.005235988,0.043633231
1.8,0.005235988,0.046600291
1.9,0.005235988,0.049567351
2,0.005235988,0.05253441
-2,0.003490659,-0.049916417
-1.9,0.003490659,-0.047647489
-1.8,0.003490659,-0.045378561
-1.7,0.003490659,-0.043109633
-1.6,0.003490659,-0.040840704
-1.5,0.003490659,-0.038571776
-1.4,0.003490659,-0.036302848
-1.3,0.003490659,-0.03403392
-1.2,0.003490659,-0.031764992
-1.1,0.003490659,-0.029321531
-1,0.003490659,-0.027052603
-0.9,0.003490659,-0.024609142
-0.8,0.003490659,-0.022165682
-0.7,0.003490659,-0.019722221
-0.6,0.003490659,-0.01727876
-0.5,0.003490659,-0.014835299
-0.4,0.003490659,-0.012391838
-0.3,0.003490659,-0.009773844
-0.2,0.003490659,-0.007330383
-0.1,0.003490659,-0.004712389
0,0.003490659,-0.002268928
0.1,0.003490659,0.000349066
0.2,0.003490659,0.00296706
0.3,0.003490659,0.005585054
0.4,0.003490659,0.008203047
0.5,0.003490659,0.010995574
0.6,0.003490659,0.013613568
0.7,0.003490659,0.016406095
0.8,0.003490659,0.019024089
0.9,0.003490659,0.021816616
1,0.003490659,0.024609142
1.1,0.003490659,0.027401669
1.2,0.003490659,0.030194196
1.3,0.003490659,0.033161256
1.4,0.003490659,0.035953783
1.5,0.003490659,0.038920842
1.6,0.003490659,0.041887902
1.7,0.003490659,0.044854962
1.8,0.003490659,0.047822022
1.9,0.003490659,0.050789081
2,0.003490659,0.053930674
-2,0.001745329,-0.048869219
-1.9,0.001745329,-0.046774824
-1.8,0.001745329,-0.044505896
-1.7,0.001745329,-0.042236968
-1.6,0.001745329,-0.03996804
-1.5,0.001745329,-0.037699112
-1.4,0.001745329,-0.035255651
-1.3,0.001745329,-0.032986723
-1.2,0.001745329,-0.030717795
-1.1,0.001745329,-0.028274334
-1,0.001745329,-0.026005406
-0.9,0.001745329,-0.023561945
-0.8,0.001745329,-0.021118484
-0.7,0.001745329,-0.018675023
-0.6,0.001745329,-0.016231562
-0.5,0.001745329,-0.013788101
-0.4,0.001745329,-0.01134464
-0.3,0.001745329,-0.008726646
-0.2,0.001745329,-0.006283185
-0.1,0.001745329,-0.003665191
0,0.001745329,-0.001047198
0.1,0.001745329,0.001396263
0.2,0.001745329,0.004014257
0.3,0.001745329,0.006806784
0.4,0.001745329,0.009424778
0.5,0.001745329,0.012042772
0.6,0.001745329,0.014835299
0.7,0.001745329,0.017453293
0.8,0.001745329,0.020245819
0.9,0.001745329,0.023038346
1,0.001745329,0.025830873
1.1,0.001745329,0.0286234
1.2,0.001745329,0.031415927
1.3,0.001745329,0.034382986
1.4,0.001745329,0.037175513
1.5,0.001745329,0.040142573
1.6,0.001745329,0.043109633
1.7,0.001745329,0.046076692
1.8,0.001745329,0.049043752
1.9,0.001745329,0.052185345
2,0.001745329,0.055152404
-2,0,-0.047996554
-1.9,0,-0.045727626
-1.8,0,-0.043458698
-1.7,0,-0.04118977
-1.6,0,-0.038920842
-1.5,0,-0.036651914
-1.4,0,-0.034382986
-1.3,0,-0.031939525
-1.2,0,-0.029670597
-1.1,0,-0.027227136
-1,0,-0.024958208
