velocity,torque
27.56933862475655,589.6405503686088
27.72778309961147,586.271175795074
27.886227574466396,582.9400895689656
28.04467204932132,579.6466427352426
28.20311652417624,576.3902009221233
28.361560999031166,573.1701439337315
28.520005473886087,569.9858653563219
28.678449948741008,566.8367721775577
28.836894423595933,563.7222844183403
28.995338898450854,560.6418347767101
29.15378337330578,557.5948682833583
29.312227848160703,554.5808419683132
29.470672323015624,551.599224538376
29.629116797870545,548.6494960649088
29.78756127272547,545.7311476815847
29.94600574758039,542.8436812917352
30.10445022243531,539.9866092849365
30.26289469729024,537.1594542625022
30.42133917214516,534.3617487715518
30.579783647000085,531.5930350473468
30.738228121855006,527.8068126422118
30.896672596709926,507.9703811814133
31.055117071564847,481.6564914885087
31.213561546419772,453.0912429736989
31.372006021274697,414.32479817336053
