,Wheel RPM,Peak Axle Fx
0,4248.562813397154,1339.238538168998
1,5558.449370651371,-4883.377026536519
2,5674.939414664958,-5148.197391303988
3,4438.1465182077845,1098.3134708397156
4,28.57359960122078,1381.3337510160197
5,6146.937876691583,-2058.4525832122
6,6212.843133416743,-2790.4522733205913
7,5138.961877189801,681.3491141098771
8,5129.068227737205,2331.2854294549493
9,5123.668633537635,1539.1742909896254
10,5105.21283952277,1939.062164841748
11,5126.451208915064,3027.5483905277665
12,4699.134983841748,-5298.57196875266
13,5096.723501539069,886.5050939700053
14,5099.271494878322,922.8780521830028
15,5116.759644648276,2559.706278185268
16,5067.295707330804,2186.485190810099
17,5056.335216730933,2400.7789942720456
18,24.11197825724529,1366.4612980949942
19,53.09696652442408,1400.5245188739061
20,50.170185998368524,1271.9171333343083
21,3418.602776329736,1667.062387102052
22,4250.617628415854,1568.0107462512822
23,5515.5124623132,4175.011175091751
24,4446.6296633738,1596.9356765387327
25,3729.433451938643,1399.7389216376087
26,122.4877331215879,1608.580956116351
27,6028.857304715051,-5676.191881577711
28,6147.176347058817,-7288.451593164471
29,4758.376763964231,5486.289484416186
30,5136.815593056914,-70.45390476162898
31,5125.476321209748,1686.5449087096695
32,5130.166115782022,2987.2611865536373
33,4712.338131222516,704.7220592606138
34,4698.03421279179,5312.961622474141
35,5106.82435616497,3498.379703693619
36,5106.854307286322,3521.341138375798
37,6375.126790230031,-2645.010305036659
38,4666.021650529188,-5479.484313661011
39,4670.433488806467,905.069850224266
40,3.1569777429417134,1600.8383904729906
41,31.787229764415436,1635.6513776024783
42,2458.040722643464,1988.9384763951136
43,3435.1749933623137,1966.0932424049543
44,4295.6763795759325,1811.0623013991276
45,5467.908617735545,38.09134519422165
46,4396.184577581716,1867.0909519076629
47,3727.503335860177,1659.2177975911231
48,65.0587842001943,1904.5198861676122
49,5957.915650863144,-2380.235594645384
50,5963.983531592238,-2594.467077704637
51,4750.5144497431365,1565.7149827911085
52,4742.074025346869,1019.2964831728362
53,5133.81164007645,10331.279399397075
54,4752.219366194859,905.8439604209458
55,4818.100369534683,1363.7594817022211
56,5116.935966418666,5530.6768484001
57,5115.2989459310875,5504.010062117792
58,5113.870216533277,5470.950984113085
59,5113.449375165548,5429.671394737249
60,5113.713425399848,5370.08270481181
61,21.499004293725644,1829.1884452994389
62,8.449126093340286,1891.8787238011812
63,1763.984819243234,2366.995653246434
64,2485.245265082282,2348.0244123622974
65,3438.9361634713314,2323.1935683355764
66,4560.486278348274,-12677.434400510167
67,5402.343770503161,15845.429835767774
68,4426.2162622286,2237.548249137983
69,4578.341793112893,2229.5473960988024
70,18.407270215032487,2247.7176288479313
71,5902.358296934281,14420.709788283948
72,5915.4143142844105,14412.531208841661
73,6101.477560917589,16617.046017619607
74,4743.358974132835,-11950.221784414149
75,4733.596759169335,31965.511270005674
76,4720.882292670797,-1236.7257228799635
77,5125.680583991521,16663.371925606607
78,5124.620916906763,11237.695389840219
79,5111.17161299969,387.2920694497407
80,5121.173166657558,961.5581930034012
81,5071.399699640917,-6646.786026696357
82,5118.53291724245,531.3382870606472
83,3746.3529423348223,1915.877702816097
84,1407.6236242006512,2791.5357012418117
85,1762.5479641166314,2783.766001963216
86,2484.6816197393937,2762.0293721847206
87,3393.91710452811,2733.3081891961056
88,4584.352501208084,767.096823344956
89,4910.200041216341,44089.933743997164
90,4378.969683742017,2642.5815930842837
91,5291.879986107933,1350.9721218421016
92,16.724367461566025,2649.628122273715
93,5836.049514043312,24184.7765926252
94,5937.366826357323,14370.711637473434
95,5171.303357340619,30546.10810980471
96,3772.8482568699037,2447.8290182929654
97,3729.2580734842127,2402.9359526986705
98,5144.320388266241,-11563.881464061693
99,4741.408514115507,1652.744233490725
100,5139.427113037162,16877.641985560495
101,5131.514792687563,-11687.374800407593
102,5077.993541855163,12045.505345843281
103,6256.119972129561,-8772.216271349205
